Rowid,Timestamp,Vehicle_num,Vehicle_type,Num_of_axles,Tollplaza_id,Tollplaza_code,Payment_type_code,Vehicle_Code
6189.0,Fri Jul 30 09:15:11 2021,170189,CAR,2,4731.0,PCFFC2992,PTP,VC965
6190.0,Tue Aug  3 08:28:08 2021,1645209,CAR,2,4110.0,PCF891CEB,PTE,VC965
6191.0,Sat Aug 14 08:27:23 2021,7226078,TRUCK,4,4314.0,PC7E9E8F3,PTE,VC965
6192.0,Fri Aug  6 04:45:32 2021,2926167,TRUCK,4,4730.0,PC7DC0964,PTC,VCB43
6193.0,Tue Aug 10 07:49:27 2021,2300290,VAN,2,4131.0,PC4C9B108,PTE,VCB43
6194.0,Mon Aug 16 20:53:14 2021,3585516,CAR,2,4711.0,PC340B4DE,PTC,VCD2F
6195.0,Mon Aug  2 12:04:46 2021,2759058,CAR,2,4682.0,PCBB02F92,PTE,VC965
6196.0,Fri Aug 13 22:51:05 2021,9951011,TRUCK,4,4338.0,PC6203962,PTE,VC965
6197.0,Fri Aug 20 07:21:29 2021,3131494,TRUCK,4,4126.0,PC74CE451,PTE,VCB43
6198.0,Sat Aug 14 12:33:39 2021,5423456,CAR,2,4256.0,PC9DD0BBD,PTE,VCB43
6199.0,Sat Aug 14 21:37:14 2021,8496463,CAR,2,4644.0,PC411FDC0,PTP,VC965
6200.0,Wed Aug  4 17:40:14 2021,1486800,CAR,2,4729.0,PC5170BF4,PTC,VC965
6201.0,Thu Aug 19 13:15:27 2021,7679427,CAR,2,4633.0,PC974552B,PTC,VC965
6202.0,Wed Aug 18 18:56:57 2021,6679017,CAR,2,4680.0,PCC422F4D,PTC,VC965
6203.0,Fri Aug 13 04:43:51 2021,1370073,CAR,2,4815.0,PC19C02F1,PTP,VC965
6204.0,Mon Aug  2 01:17:11 2021,9720785,CAR,2,4855.0,PC03C5C15,PTP,VC965
6205.0,Fri Aug 20 01:23:44 2021,3571822,CAR,2,4625.0,PC186BCA8,PTP,VC965
6206.0,Mon Aug  2 06:56:58 2021,2731933,CAR,2,4329.0,PCF9CCB5A,PTP,VC965
6207.0,Fri Aug 20 19:15:53 2021,2837696,CAR,2,4801.0,PC119E3A6,PTC,VC965
6208.0,Sat Aug 14 14:44:48 2021,1264138,VAN,2,4509.0,PCA2E8463,PTC,VC965
6209.0,Fri Aug  6 05:31:16 2021,3086638,CAR,2,4404.0,PCE03E8B1,PTC,VCD2F
6210.0,Wed Aug 18 08:04:31 2021,1583174,CAR,2,4890.0,PCAFC8A56,PTC,VC965
6211.0,Fri Jul 30 08:49:23 2021,6685658,CAR,2,4512.0,PC4B1BAF3,PTE,VC965
6212.0,Sun Aug 15 11:35:29 2021,2949354,CAR,2,4112.0,PCEA652A8,PTP,VC965
6213.0,Fri Aug 13 16:27:27 2021,689552,TRUCK,4,4982.0,PC384779E,PTP,VC965
6214.0,Sat Aug 21 02:06:53 2021,3791411,VAN,2,4689.0,PC89C35AD,PTC,VCB43
6215.0,Sun Aug 15 01:18:40 2021,1748684,VAN,2,4104.0,PC0A63844,PTC,VCD2F
6216.0,Sat Aug 21 05:35:32 2021,5525065,CAR,2,4216.0,PC53B475D,PTE,VCD2F
6217.0,Sat Aug  7 21:19:24 2021,5672220,CAR,2,4603.0,PC485BE5B,PTP,VC965
6218.0,Mon Aug 16 13:58:32 2021,3678323,CAR,2,4971.0,PC0BD172F,PTE,VC965
6219.0,Sun Aug  8 02:41:45 2021,7679602,CAR,2,4398.0,PCE60D320,PTC,VC965
6220.0,Tue Aug 10 14:34:46 2021,709376,TRUCK,4,4278.0,PC4847214,PTE,VC965
6221.0,Fri Aug 20 11:34:14 2021,9114881,CAR,2,4184.0,PC43A5E42,PTE,VCB43
6222.0,Sun Aug 22 17:48:10 2021,9685574,TRUCK,4,4398.0,PCE60D320,PTC,VC965
6223.0,Mon Aug  9 08:22:49 2021,8232430,VAN,2,4522.0,PC0A326BE,PTE,VCB43
6224.0,Fri Aug 13 13:18:53 2021,8106546,CAR,2,4939.0,PCF263A5E,PTC,VCD2F
6225.0,Fri Aug  6 12:01:32 2021,5818976,TRUCK,4,4194.0,PC96AD1EB,PTE,VC965
6226.0,Wed Aug 11 08:34:25 2021,5939321,CAR,2,4481.0,PC30AAE76,PTP,VCB43
6227.0,Mon Aug 16 23:41:29 2021,1194405,CAR,2,4350.0,PCEDD7E85,PTE,VC965
6228.0,Sat Aug  7 02:46:21 2021,227413,CAR,2,4079.0,PCF1366ED,PTC,VC965
6229.0,Mon Aug  2 22:24:30 2021,8134969,CAR,2,4656.0,PC63844BC,PTP,VC965
6230.0,Fri Aug 13 23:53:27 2021,3949138,CAR,2,4072.0,PC69F3F14,PTC,VC965
6231.0,Mon Aug  9 23:31:51 2021,2260793,CAR,2,4203.0,PC5295A46,PTP,VC965
6232.0,Sun Aug 15 23:46:50 2021,3462403,TRUCK,4,4520.0,PC8140983,PTE,VC965
6233.0,Tue Aug 10 12:25:08 2021,2760394,TRUCK,4,4687.0,PC52E7369,PTP,VCB43
6234.0,Thu Aug 12 07:30:44 2021,4421397,CAR,2,4546.0,PCEF3EBBC,PTP,VCB43
6235.0,Sun Aug 15 06:07:23 2021,290890,CAR,2,4961.0,PC92C5115,PTC,VC965
6236.0,Thu Aug 12 09:35:18 2021,7468447,CAR,2,4291.0,PCD411AEF,PTC,VC965
6237.0,Sun Aug  1 20:45:28 2021,1800404,VAN,2,4977.0,PCB077F18,PTC,VC965
6238.0,Wed Aug  4 00:43:47 2021,748101,CAR,2,4330.0,PCBD023A3,PTC,VCD2F
6239.0,Sun Aug 22 00:33:44 2021,1983568,TRUCK,4,4172.0,PC1A43FB7,PTP,VC965
6240.0,Sun Aug  1 03:16:08 2021,3613014,CAR,2,4623.0,PCAA67227,PTC,VCB43
6241.0,Tue Aug 17 14:40:54 2021,5055885,CAR,2,4192.0,PC74F6341,PTC,VC965
6242.0,Wed Aug 18 11:39:01 2021,4444663,CAR,2,4846.0,PCBABD060,PTC,VC965
6243.0,Sat Aug  7 23:06:40 2021,8150855,CAR,2,4644.0,PC411FDC0,PTE,VC965
6244.0,Sat Aug 14 01:09:10 2021,6829590,CAR,2,4609.0,PC1551C8E,PTP,VC965
6245.0,Mon Aug 16 03:56:29 2021,5187763,CAR,2,4429.0,PC65E7991,PTP,VC965
6246.0,Sun Aug  8 04:46:30 2021,3204048,CAR,2,4225.0,PCC1ED0C5,PTE,VC965
6247.0,Mon Aug  9 07:36:41 2021,9013600,CAR,2,4938.0,PC6C57ED3,PTC,VC965
6248.0,Sat Aug  7 06:22:31 2021,5866251,CAR,2,4073.0,PCA3797CA,PTC,VC965
6249.0,Tue Aug  3 22:16:19 2021,7655221,CAR,2,4865.0,PCCACA741,PTC,VC965
6250.0,Sat Aug 21 19:05:53 2021,1353632,CAR,2,4827.0,PC7D68CD9,PTP,VC965
6251.0,Sat Aug  7 08:32:29 2021,2552406,CAR,2,4561.0,PCCE9B069,PTE,VC965
6252.0,Thu Aug 12 00:27:33 2021,7820793,CAR,2,4086.0,PC23E470D,PTE,VC965
6253.0,Thu Aug 19 03:36:56 2021,6412248,TRUCK,4,4468.0,PC040ADB3,PTP,VC965
6254.0,Thu Aug 19 16:54:19 2021,1181036,CAR,2,4221.0,PC90AAFDA,PTE,VCB43
6255.0,Tue Aug 17 07:55:04 2021,6092132,TRUCK,4,4471.0,PC7E4F42A,PTP,VC965
6256.0,Fri Jul 30 16:17:13 2021,6367173,CAR,2,5004.0,PC2111CF9,PTE,VCB43
6257.0,Fri Aug  6 04:52:34 2021,8669740,CAR,2,4450.0,PC0B2B03E,PTC,VC965
6258.0,Fri Aug 13 14:45:13 2021,6759111,TRUCK,4,4176.0,PC11E9595,PTP,VC965
6259.0,Sun Aug 15 07:35:03 2021,439846,TRUCK,4,4321.0,PC591BDF7,PTE,VCB43
6260.0,Sat Aug 14 22:24:53 2021,1082448,TRUCK,4,4135.0,PCC943ECD,PTE,VCB43
6261.0,Mon Aug  2 16:14:23 2021,4371089,CAR,2,4337.0,PCCF6A454,PTP,VCB43
6262.0,Fri Aug 20 21:47:41 2021,4779555,TRUCK,4,4618.0,PC8F4AF85,PTC,VC965
6263.0,Mon Aug  9 17:02:06 2021,4649682,CAR,2,4680.0,PCC422F4D,PTC,VCB43
6264.0,Wed Aug 18 00:59:32 2021,4368970,TRUCK,4,4527.0,PC59A0CB2,PTE,VC965
6265.0,Sun Aug  8 17:56:23 2021,8612204,TRUCK,4,4348.0,PCD66314D,PTP,VCB43
6266.0,Sat Aug  7 18:57:42 2021,8943176,CAR,2,4007.0,PCDF9F773,PTP,VCB43
6267.0,Tue Aug  3 10:53:49 2021,2524499,CAR,2,4739.0,PC07289CF,PTE,VC965
6268.0,Sat Aug 14 01:14:49 2021,2318343,CAR,2,4259.0,PCBB65EF4,PTP,VC965
6269.0,Sat Jul 31 15:40:38 2021,6602425,CAR,2,4142.0,PC7ACFF7C,PTC,VC965
6270.0,Thu Aug 12 23:21:23 2021,9483786,VAN,2,4161.0,PCF8F6133,PTE,VC965
6271.0,Thu Aug 19 15:10:40 2021,8277092,CAR,2,4730.0,PC7DC0964,PTC,VCD2F
6272.0,Sat Aug 14 01:39:10 2021,8978591,TRUCK,4,4146.0,PCF91266E,PTC,VC965
6273.0,Sat Jul 31 19:41:58 2021,2877479,VAN,2,4044.0,PC3546931,PTC,VCB43
6274.0,Thu Aug  5 05:31:09 2021,6878583,CAR,2,4630.0,PCA26D872,PTC,VCD2F
6275.0,Thu Aug 19 03:37:22 2021,8562677,TRUCK,4,4341.0,PC1E10EC3,PTE,VC965
6276.0,Thu Aug 12 18:33:33 2021,8778322,TRUCK,4,4471.0,PC7E4F42A,PTE,VCB43
6277.0,Mon Aug 16 08:28:13 2021,3342450,TRUCK,4,4571.0,PC2308E9E,PTC,VCB43
6278.0,Wed Aug 18 15:05:20 2021,8199681,VAN,2,4730.0,PC7DC0964,PTP,VCB43
6279.0,Tue Aug 10 17:48:06 2021,3311866,CAR,2,4545.0,PC419B1CB,PTC,VCD2F
6280.0,Fri Aug 20 08:28:34 2021,1732804,CAR,2,4232.0,PC4156AD5,PTP,VC965
6281.0,Sun Aug  8 01:51:41 2021,3917993,CAR,2,4675.0,PCE49911B,PTE,VC965
6282.0,Wed Aug  4 14:32:42 2021,2293847,CAR,2,4336.0,PCD30AB50,PTC,VC965
6283.0,Sat Aug  7 20:05:42 2021,3476903,CAR,2,4224.0,PCD83983A,PTE,VC965
6284.0,Sat Aug 14 07:09:14 2021,386627,CAR,2,4957.0,PC8DFFE65,PTP,VC965
6285.0,Wed Aug 11 16:49:41 2021,6808328,VAN,2,4245.0,PC6594AD4,PTE,VC965
6286.0,Sun Aug  1 00:14:00 2021,9824658,VAN,2,4579.0,PC926F0A9,PTC,VCD2F
6287.0,Thu Aug 12 03:23:43 2021,3180711,CAR,2,4554.0,PC23BA77A,PTC,VCD2F
6288.0,Sun Aug 15 00:15:23 2021,7437434,CAR,2,4420.0,PCFDB2950,PTP,VC965
6289.0,Wed Aug 18 13:45:10 2021,1469487,CAR,2,4511.0,PCFBEFA9E,PTP,VC965
6290.0,Tue Aug  3 06:55:34 2021,3668673,CAR,2,4687.0,PC52E7369,PTP,VC965
6291.0,Fri Jul 30 17:37:14 2021,5474426,CAR,2,5008.0,PC48D61BB,PTC,VC965
6292.0,Mon Aug  9 16:11:54 2021,5400949,CAR,2,4251.0,PCB30E45F,PTE,VC965
6293.0,Sat Aug 21 06:14:06 2021,8795230,CAR,2,4773.0,PCE62BBA9,PTC,VC965
6294.0,Sat Jul 31 00:20:47 2021,6680965,CAR,2,4301.0,PC540E129,PTC,VC965
6295.0,Mon Aug 16 20:21:20 2021,6739424,CAR,2,4061.0,PC3A63A79,PTP,VC965
6296.0,Fri Jul 30 03:23:39 2021,662648,VAN,2,4212.0,PC422A6D1,PTC,VC965
6297.0,Tue Aug 10 14:50:16 2021,6519970,CAR,2,4004.0,PCB278A8B,PTC,VCD2F
6298.0,Thu Aug 19 10:15:12 2021,868376,TRUCK,4,4563.0,PCA214501,PTP,VC965
6299.0,Sun Aug 22 00:19:35 2021,7832177,TRUCK,4,4045.0,PCE952492,PTE,VCB43
6300.0,Sat Aug  7 08:07:17 2021,4606228,CAR,2,4282.0,PCCE002E5,PTC,VCB43
6301.0,Wed Aug  4 05:56:40 2021,6597438,CAR,2,4064.0,PC0B32B5B,PTE,VC965
6302.0,Thu Aug 12 01:31:31 2021,3984410,VAN,2,4136.0,PCA579A65,PTP,VC965
6303.0,Mon Aug  9 11:19:39 2021,9790701,CAR,2,4909.0,PCDED6F20,PTE,VCD2F
6304.0,Wed Aug  4 20:31:18 2021,7512393,CAR,2,4697.0,PCFDB2BA6,PTC,VC965
6305.0,Mon Aug  9 18:20:50 2021,4948238,CAR,2,4884.0,PC3FB1BB6,PTE,VC965
6306.0,Sat Aug  7 15:31:27 2021,6676021,TRUCK,4,4401.0,PC0606D6A,PTP,VC965
6307.0,Fri Jul 30 21:26:07 2021,7213806,CAR,2,4955.0,PCE36723C,PTE,VCB43
6308.0,Wed Aug  4 05:35:44 2021,8299805,CAR,2,4876.0,PCDFCFF53,PTE,VC965
6309.0,Sun Aug 15 14:28:09 2021,6689696,CAR,2,4401.0,PC0606D6A,PTE,VC965
6310.0,Thu Aug 12 15:07:58 2021,7152734,CAR,2,4397.0,PCB070250,PTP,VC965
6311.0,Sun Aug 22 01:41:22 2021,5508033,CAR,2,4246.0,PC95F5F6B,PTP,VC965
6312.0,Thu Aug 12 11:01:12 2021,8802704,CAR,2,4020.0,PC2265FB3,PTP,VC965
6313.0,Tue Aug 10 14:23:39 2021,2856749,VAN,2,4668.0,PCBB055C6,PTP,VC965
6314.0,Fri Jul 30 10:12:36 2021,269760,CAR,2,4636.0,PCDECFC74,PTC,VCD2F
6315.0,Tue Aug  3 09:16:47 2021,7872952,CAR,2,4243.0,PCC4F7DCE,PTC,VC965
6316.0,Tue Aug 10 09:41:04 2021,5982825,VAN,2,4737.0,PCED7EAFE,PTE,VC965
6317.0,Fri Aug 13 19:30:58 2021,4825459,VAN,2,4012.0,PCEF5C190,PTC,VCD2F
6318.0,Thu Aug 12 21:06:25 2021,8125961,CAR,2,4062.0,PCDA37101,PTP,VCD2F
6319.0,Sat Aug 14 07:28:24 2021,4498648,TRUCK,4,4378.0,PC074E6A8,PTP,VC965
6320.0,Fri Aug  6 06:33:37 2021,8852436,VAN,2,4552.0,PC05BD3DF,PTP,VCB43
6321.0,Thu Aug  5 22:03:30 2021,9270521,TRUCK,4,4251.0,PCB30E45F,PTP,VCD2F
6322.0,Tue Aug  3 00:55:12 2021,8952634,CAR,2,4935.0,PC327D635,PTC,VCB43
6323.0,Thu Aug 12 21:34:36 2021,3183507,CAR,2,4253.0,PC82A16E6,PTP,VC965
6324.0,Wed Aug 18 10:51:42 2021,6491266,TRUCK,4,4119.0,PC9EBEDB5,PTP,VC965
6325.0,Sat Aug  7 03:25:47 2021,6908880,CAR,2,4510.0,PC652EEF2,PTC,VCB43
6326.0,Fri Jul 30 00:10:25 2021,3550884,CAR,2,4218.0,PC8DF4919,PTE,VC965
6327.0,Fri Aug 20 12:33:56 2021,6896089,TRUCK,4,4834.0,PCB228987,PTC,VC965
6328.0,Wed Aug 11 17:38:02 2021,1499548,CAR,2,4969.0,PCBBB9730,PTC,VCB43
6329.0,Wed Aug  4 08:39:05 2021,5011948,CAR,2,4066.0,PC883FCA9,PTE,VC965
6330.0,Fri Aug  6 03:31:29 2021,2338045,CAR,2,4864.0,PC259547F,PTC,VC965
6331.0,Mon Aug  2 19:37:07 2021,4024440,CAR,2,4823.0,PC89A3BCF,PTC,VC965
6332.0,Fri Jul 30 15:12:23 2021,6533851,CAR,2,4091.0,PC2E099B4,PTE,VC965
6333.0,Mon Aug 16 02:17:18 2021,2672203,CAR,2,4553.0,PC1D57D7F,PTE,VC965
6334.0,Fri Aug 20 06:15:10 2021,1689183,TRUCK,4,4274.0,PC88EA64E,PTP,VC965
6335.0,Fri Aug  6 04:03:27 2021,4595859,VAN,2,4630.0,PCA26D872,PTE,VCB43
6336.0,Fri Aug 20 14:26:17 2021,3620106,CAR,2,4070.0,PCEECA8B2,PTE,VCD2F
6337.0,Wed Aug  4 16:33:33 2021,1077009,TRUCK,4,4510.0,PC652EEF2,PTE,VC965
6338.0,Fri Aug 13 20:15:38 2021,4155777,TRUCK,4,4869.0,PCF775FA6,PTC,VCB43
6339.0,Sun Aug  8 19:55:54 2021,6082049,CAR,2,4844.0,PCC48E3A8,PTP,VCB43
6340.0,Fri Jul 30 15:46:44 2021,7766208,TRUCK,4,4883.0,PCB325DCD,PTC,VC965
6341.0,Tue Aug 17 06:52:18 2021,981676,VAN,2,4628.0,PC34C1DCB,PTP,VCB43
6342.0,Tue Aug 10 12:31:36 2021,1754960,CAR,2,4410.0,PC6EFC03B,PTE,VCD2F
6343.0,Tue Aug 10 18:36:58 2021,7084278,CAR,2,4907.0,PCCEEF65A,PTC,VC965
6344.0,Thu Aug 12 12:41:35 2021,8466564,CAR,2,4348.0,PCD66314D,PTE,VC965
6345.0,Thu Aug 19 16:08:28 2021,6955075,CAR,2,4642.0,PC17D596F,PTC,VC965
6346.0,Sat Aug  7 07:28:45 2021,9851495,CAR,2,4960.0,PC6A1BCA4,PTE,VC965
6347.0,Fri Jul 30 19:00:53 2021,4131854,TRUCK,4,4822.0,PCD1EB220,PTC,VC965
6348.0,Wed Aug 18 04:09:50 2021,1101311,TRUCK,4,4694.0,PCBCF42C2,PTC,VCB43
6349.0,Sat Jul 31 00:01:09 2021,5691870,TRUCK,4,4854.0,PCB6F1968,PTC,VCB43
6350.0,Sun Aug  1 17:23:05 2021,6178042,CAR,2,4863.0,PCA8F9E50,PTP,VCB43
6351.0,Sat Aug 21 19:38:44 2021,4012602,VAN,2,4514.0,PC374C341,PTP,VC965
6352.0,Sat Aug 21 02:34:45 2021,6280147,TRUCK,4,4079.0,PCF1366ED,PTE,VCD2F
6353.0,Mon Aug  2 05:26:02 2021,3253652,CAR,2,4392.0,PCAF6E464,PTC,VCB43
6354.0,Fri Jul 30 20:20:32 2021,1862380,CAR,2,4919.0,PC7A3A5CF,PTP,VC965
6355.0,Sat Jul 31 11:04:18 2021,9152509,CAR,2,4393.0,PC93CE517,PTE,VC965
6356.0,Wed Aug 18 14:12:57 2021,8350599,CAR,2,4694.0,PCBCF42C2,PTP,VC965
6357.0,Sat Aug 21 21:15:31 2021,1060290,CAR,2,4006.0,PCD8D05D7,PTC,VC965
6358.0,Thu Aug 19 13:00:57 2021,5669004,CAR,2,4801.0,PC119E3A6,PTE,VC965
6359.0,Thu Aug 19 09:44:41 2021,2327952,CAR,2,4320.0,PC40C93B0,PTE,VC965
6360.0,Mon Aug  9 07:45:17 2021,6573880,CAR,2,4721.0,PCE937423,PTE,VC965
6361.0,Mon Aug  2 18:09:10 2021,9780148,TRUCK,4,4056.0,PC9FBBA67,PTE,VC965
6362.0,Thu Aug  5 02:34:03 2021,2456908,CAR,2,4355.0,PC0EF761B,PTP,VCB43
6363.0,Fri Aug  6 12:13:22 2021,5951141,CAR,2,4292.0,PCF733A7C,PTC,VC965
6364.0,Tue Aug  3 04:34:56 2021,1847689,CAR,2,4133.0,PC30FC453,PTC,VC965
6365.0,Tue Aug  3 05:11:24 2021,5169408,CAR,2,4998.0,PCD9C5406,PTP,VC965
6366.0,Tue Aug 17 14:40:31 2021,3806221,CAR,2,4321.0,PC591BDF7,PTP,VC965
6367.0,Sat Aug 14 04:49:41 2021,5270025,VAN,2,4499.0,PC1EEDA04,PTE,VC965
6368.0,Mon Aug  2 05:27:18 2021,1180657,CAR,2,4058.0,PC3415EA4,PTC,VCD2F
6369.0,Fri Aug 20 14:52:05 2021,9988102,CAR,2,4073.0,PCA3797CA,PTP,VC965
6370.0,Fri Aug 13 14:55:48 2021,5281925,CAR,2,4744.0,PC78EF0B5,PTP,VC965
6371.0,Tue Aug  3 05:38:01 2021,3779119,CAR,2,4078.0,PC8473A64,PTP,VC965
6372.0,Mon Aug  9 03:53:11 2021,6546677,VAN,2,4670.0,PC2BE6D87,PTP,VC965
6373.0,Sun Aug 15 14:38:46 2021,8148581,CAR,2,4512.0,PC4B1BAF3,PTE,VCD2F
6374.0,Fri Aug 13 07:45:40 2021,7518451,TRUCK,4,4454.0,PC94C0945,PTC,VC965
6375.0,Sat Aug 21 02:04:52 2021,5458544,CAR,2,4088.0,PC14008D5,PTC,VCB43
6376.0,Mon Aug  2 17:30:37 2021,7674226,CAR,2,4099.0,PC97F19B1,PTP,VC965
6377.0,Thu Aug  5 09:47:44 2021,6420742,CAR,2,4086.0,PC23E470D,PTP,VC965
6378.0,Thu Aug 19 05:44:04 2021,8800861,CAR,2,4631.0,PCFFF6463,PTP,VC965
6379.0,Fri Aug 20 17:56:41 2021,8397189,CAR,2,4222.0,PC15EC378,PTP,VC965
6380.0,Fri Jul 30 00:00:10 2021,9429242,CAR,2,4960.0,PC6A1BCA4,PTC,VC965
6381.0,Fri Aug 20 10:29:04 2021,7313035,CAR,2,5008.0,PC48D61BB,PTE,VC965
6382.0,Sun Aug  1 20:54:37 2021,1938796,CAR,2,4110.0,PCF891CEB,PTC,VC965
6383.0,Fri Aug 13 09:18:57 2021,8751262,CAR,2,4245.0,PC6594AD4,PTE,VC965
6384.0,Fri Jul 30 08:09:36 2021,6881568,CAR,2,4476.0,PC439FA2D,PTP,VC965
6385.0,Wed Aug  4 00:55:24 2021,6637560,CAR,2,4439.0,PC845CEA6,PTP,VC965
6386.0,Thu Aug 19 04:58:51 2021,6225032,CAR,2,4012.0,PCEF5C190,PTC,VC965
6387.0,Wed Aug 11 20:54:41 2021,5794212,TRUCK,4,4880.0,PC5A27CDE,PTP,VC965
6388.0,Wed Aug  4 15:39:13 2021,8280628,CAR,2,4585.0,PCF3AE602,PTP,VCB43
6389.0,Fri Aug 13 16:45:38 2021,1210591,TRUCK,4,4722.0,PC035B71E,PTC,VC965
6390.0,Sat Jul 31 11:13:31 2021,6670191,VAN,2,4912.0,PC526B1EC,PTE,VCB43
6391.0,Tue Aug  3 21:24:23 2021,3278407,CAR,2,4454.0,PC94C0945,PTP,VCD2F
6392.0,Sun Aug  8 05:53:46 2021,3831656,CAR,2,4930.0,PC22F748B,PTP,VC965
6393.0,Sun Aug  1 19:50:36 2021,9943724,CAR,2,4463.0,PCAB21FC5,PTP,VC965
6394.0,Sun Aug  1 06:49:50 2021,2744116,VAN,2,4043.0,PC134F258,PTC,VC965
6395.0,Sat Jul 31 07:17:11 2021,7758875,CAR,2,4368.0,PC909A324,PTE,VCD2F
6396.0,Sat Aug 21 03:28:55 2021,200220,VAN,2,4019.0,PC63FF017,PTP,VC965
6397.0,Thu Aug 19 10:57:23 2021,6532873,VAN,2,4466.0,PC6E93A05,PTC,VCD2F
6398.0,Wed Aug 11 08:26:10 2021,4511754,CAR,2,4584.0,PC1085B78,PTP,VCD2F
6399.0,Sat Aug  7 09:23:00 2021,1441848,TRUCK,4,5010.0,PC028872C,PTP,VC965
6400.0,Fri Aug 20 03:37:58 2021,1738779,CAR,2,4765.0,PC795A0A3,PTP,VCB43
6401.0,Thu Aug 19 12:17:02 2021,3142496,TRUCK,4,4883.0,PCB325DCD,PTC,VC965
6402.0,Thu Jul 29 12:33:00 2021,6333894,CAR,2,4436.0,PC0CF9451,PTC,VCB43
6403.0,Thu Aug  5 00:47:19 2021,3030422,TRUCK,4,4414.0,PC40BD0F3,PTC,VC965
6404.0,Fri Jul 30 09:28:04 2021,4148300,TRUCK,4,4629.0,PCC5E1C04,PTP,VCB43
6405.0,Fri Jul 30 03:43:03 2021,8228076,CAR,2,4169.0,PC2890582,PTC,VCB43
6406.0,Sun Aug 22 00:49:37 2021,6492950,VAN,2,4664.0,PC52D063A,PTP,VC965
6407.0,Thu Aug  5 09:15:54 2021,9304035,CAR,2,4009.0,PCF984421,PTE,VCD2F
6408.0,Thu Aug 12 14:04:14 2021,7246327,CAR,2,4780.0,PC0A717C4,PTC,VC965
6409.0,Fri Aug 13 21:00:40 2021,4443437,VAN,2,4622.0,PCF31BD97,PTC,VC965
6410.0,Fri Jul 30 03:09:06 2021,6078657,CAR,2,4344.0,PC417B8DF,PTC,VCD2F
6411.0,Sun Aug  8 12:05:24 2021,1453497,CAR,2,4927.0,PC2D22627,PTP,VC965
6412.0,Fri Aug 13 17:04:49 2021,4092119,VAN,2,4353.0,PC79BCF60,PTP,VC965
6413.0,Thu Aug 12 06:06:06 2021,6635703,TRUCK,4,4622.0,PCF31BD97,PTE,VCD2F
6414.0,Tue Aug  3 00:59:52 2021,3276114,CAR,2,4435.0,PC3E78C17,PTE,VCB43
6415.0,Sat Aug  7 17:43:15 2021,6293458,CAR,2,4818.0,PCF243BF3,PTP,VC965
6416.0,Wed Aug 11 23:39:48 2021,3454969,TRUCK,4,4974.0,PCDEB8E32,PTE,VC965
6417.0,Thu Aug  5 11:38:10 2021,140764,VAN,2,4028.0,PCE75C5C8,PTE,VCB43
6418.0,Thu Aug 19 00:27:53 2021,2073541,CAR,2,4036.0,PCE6CC50C,PTE,VCD2F
6419.0,Thu Aug 19 14:12:36 2021,1316700,CAR,2,4755.0,PC628DCED,PTP,VC965
6420.0,Mon Aug  9 19:31:32 2021,5487108,CAR,2,4974.0,PCDEB8E32,PTC,VC965
6421.0,Fri Aug 20 06:23:54 2021,4496704,CAR,2,5004.0,PC2111CF9,PTE,VC965
6422.0,Sun Aug  8 03:53:51 2021,9304884,CAR,2,4906.0,PC3D58C5E,PTP,VC965
6423.0,Sun Aug 15 02:19:29 2021,9158547,CAR,2,4944.0,PC41EEC34,PTE,VC965
6424.0,Sun Aug 15 15:20:53 2021,4628822,CAR,2,4141.0,PC13CB69B,PTE,VC965
6425.0,Sat Aug 21 19:36:45 2021,4820710,CAR,2,4371.0,PC7E22FD8,PTC,VC965
6426.0,Fri Aug 20 13:26:06 2021,2878976,CAR,2,4352.0,PC99B9343,PTE,VC965
6427.0,Wed Aug 18 06:19:34 2021,1602865,VAN,2,4505.0,PCEF64195,PTE,VC965
6428.0,Mon Aug 16 02:55:45 2021,6263132,TRUCK,4,4948.0,PCBA2D075,PTP,VCD2F
6429.0,Sun Aug  1 22:34:58 2021,3221240,VAN,2,4781.0,PC0D83A1E,PTP,VCB43
6430.0,Sat Aug 21 07:36:35 2021,1585664,TRUCK,4,4952.0,PC64CF233,PTE,VCD2F
6431.0,Mon Aug  9 13:22:09 2021,9616334,CAR,2,4709.0,PCC8C7059,PTP,VCB43
6432.0,Sat Aug 21 01:34:37 2021,8239197,VAN,2,4110.0,PCF891CEB,PTC,VC965
6433.0,Mon Aug  9 17:59:03 2021,4371762,CAR,2,4851.0,PC0954183,PTE,VCD2F
6434.0,Fri Aug 20 08:23:33 2021,9622181,CAR,2,4926.0,PCCBCFEDE,PTP,VC965
6435.0,Sun Aug 22 16:27:29 2021,6981270,CAR,2,4293.0,PC2A27502,PTP,VC965
6436.0,Sun Aug 22 18:01:32 2021,7718772,TRUCK,4,4128.0,PCC0E7E2A,PTP,VC965
6437.0,Sat Aug  7 18:33:47 2021,1327352,VAN,2,4644.0,PC411FDC0,PTP,VCB43
6438.0,Fri Jul 30 01:10:06 2021,490266,CAR,2,4005.0,PCB3DF742,PTE,VCD2F
6439.0,Sat Aug 14 09:48:09 2021,6845904,TRUCK,4,4436.0,PC0CF9451,PTP,VC965
6440.0,Sun Aug 22 12:54:11 2021,2186514,CAR,2,4816.0,PCB500A9F,PTE,VCB43
6441.0,Sat Aug 14 11:19:46 2021,4906181,CAR,2,4452.0,PC8C7C5D7,PTC,VC965
6442.0,Fri Jul 30 14:20:04 2021,3151974,TRUCK,4,4007.0,PCDF9F773,PTE,VC965
